citation_name,date_signed,state,effective_date,expiration_date,prohibited_issuing_groups,vaccination_prohibition_groups,vaccination_requirement_details,vaccination_person_exact_term,vaccination_person_definition,vaccination_issuer_exact_term,vaccination_issuer_definition,vaccination_prohibition_exemptions
"Idaho Exec. Order No. 2021-04 (Apr. 7, 2021)",04/07/2021 12:00:00 AM,Idaho,04/07/2021 12:00:00 AM,,Government – state education department,School workers,Prohibits issuance of vaccine passports,"[an individual, any person]",not further defined,"[any state department,  agency,  board,  commission,  or other executive branch entity or official ]",not further defined,[]
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – school district,K-12 students,Prohibits requiring vaccination,[Individuals],N/a,[Indiana governmental entity],"""Indiana governmental entity"" means:
(1) the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1.","[Allows healthcare providers to request documentation, Mandates may be issued for healthcare workers]"
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – school district,K-12 students,Prohibits issuance of vaccine passports,[Individuals],N/a,[Indiana governmental entity],"the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation]"
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – school district,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – school district,K-12 students,Prohibits issuance of vaccine passports,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – school district,School workers,Prohibits requiring vaccination,[Individuals],N/a,[Indiana governmental entity],"""Indiana governmental entity"" means:
(1) the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1.","[Allows healthcare providers to request documentation, Mandates may be issued for healthcare workers]"
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – school district,School workers,Prohibits issuance of vaccine passports,[Individuals],N/a,[Indiana governmental entity],"the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation]"
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – school district,School workers,Prohibits requiring vaccination,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – school district,School workers,Prohibits issuance of vaccine passports,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – governor,Government workers,Prohibits requiring vaccination,[Individuals],N/a,[Indiana governmental entity],"""Indiana governmental entity"" means:
(1) the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1.","[Allows healthcare providers to request documentation, Mandates may be issued for healthcare workers]"
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – governor,Government workers,Prohibits issuance of vaccine passports,[Individuals],N/a,[Indiana governmental entity],"the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation]"
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits issuance of vaccine passports,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,Healthcare workers,Prohibits issuance of vaccine passports,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – governor,IHE students,Prohibits requiring vaccination,[Individuals],N/a,[Indiana governmental entity],"""Indiana governmental entity"" means:
(1) the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1.","[Allows healthcare providers to request documentation, Mandates may be issued for healthcare workers]"
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – governor,IHE students,Prohibits issuance of vaccine passports,[Individuals],N/a,[Indiana governmental entity],"the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1","[Mandates may be issued for healthcare workers, Allows healthcare providers to request documentation]"
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits issuance of vaccine passports,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1405 (Apr. 29, 2021)",04/29/2021 12:00:00 AM,Indiana,04/29/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state, local unit]",not defined further,[]
"Ind. HB 1001 (Mar. 3, 2022)",03/03/2022 12:00:00 AM,Indiana,03/03/2022 12:00:00 AM,,Government – governor,K-12 students,Prohibits requiring vaccination,[Individuals],N/a,[Indiana governmental entity],"""Indiana governmental entity"" means:
(1) the state (as defined in IC 5-11-1-16(b));
(2) a state educational institution (as defined in
IC 21-7-13-32);
(3) a political subdivision (as defined in IC 36-1-2-13); or
(4) a public school corporation(as defined in IC 4-4-38.5-6.2).
(b) The term does not include the following:
(1) A state institution (as defined in IC 12-7-2-184).
(2) A hospital organized or operated under IC 16-22-1
through IC 16-22-5, IC 16-22-8, or IC 16-23-1.","[Allows healthcare providers to request documentation, Mandates may be issued for healthcare workers]"
